player_name,draft_round,draft_number,pts,ast_pct,reb_pct,ts_pct,usg_pct,champ,all_star
Donald Sloan,0,0,5.14,0.2762,0.1282,0.4728,0.1768,0,0
Donatas Motiejunas,1,20,5.966666667,0.1116666667,0.229,0.4996666667,0.2176666667,0,0
Donnell Harvey,1,22,4.3,0.0854,0.3618,0.6204,0.1726,0,0
Donovan Mitchell,1,13,24.81666667,0.225,0.1198333333,0.5651666667,0.309,0,4
Donte DiVincenzo,1,17,8.58,0.1432,0.1684,0.5418,0.1618,1,0
Donyell Marshall,1,4,10.75384615,0.08961538462,0.2893076923,0.5252307692,0.2037692308,0,0
Dorell Wright,1,19,6.790909091,0.1105454545,0.2027272727,0.5057272727,0.1833636364,1,0
Dorian Finney-Smith,0,0,8.042857143,0.07285714286,0.1652857143,0.547,0.1301428571,0,0
Doug Christie,1,17,10.41818182,0.1739090909,0.1375454545,0.5083636364,0.1618181818,0,0
Doug McDermott,1,11,9.1,0.06655555556,0.1133333333,0.581,0.1737777778,0,0
Doug Overton,2,40,3.6,0.214,0.09257142857,0.4562857143,0.1741428571,0,0
Doug West,2,38,4.72,0.1138,0.1138,0.4524,0.1352,0,0
Draymond Green,2,35,8.581818182,0.2456363636,0.238,0.5296363636,0.1505454545,4,4
Drew Eubanks,0,0,5.36,0.0948,0.286,0.65,0.1514,0,0
Drew Gooden,1,4,9.985714286,0.07735714286,0.3171428571,0.4985714286,0.2139285714,0,0
Duane Causwell,1,18,2.48,0.0298,0.2792,0.5068,0.1546,0,0
Duncan Robinson,0,0,9.44,0.0782,0.105,0.5866,0.1598,0,0
Dwayne Jones,0,0,1.04,0.0134,0.3914,0.4034,0.09,0,0
Dwight Howard,1,1,15.38888889,0.06855555556,0.4077777778,0.6092777778,0.2140555556,1,8
Dwight Powell,2,45,7.266666667,0.07744444444,0.2491111111,0.6514444444,0.1496666667,0,0
Dwyane Wade,1,5,21.83125,0.2843125,0.155875,0.55025,0.3059375,3,13
E'Twaun Moore,2,55,7.44,0.1309,0.1031,0.524,0.1728,0,0
Earl Barron,0,0,4.225,0.04075,0.28475,0.4075,0.200375,0,0
Earl Boykins,0,0,7.784615385,0.2943846154,0.08192307692,0.4969230769,0.2190769231,0,0
Earl Clark,1,14,4.016666667,0.0595,0.2351666667,0.447,0.1806666667,0,0
Earl Watson,2,39,5.823076923,0.3011538462,0.1193076923,0.4786153846,0.156,0,0
Ed Davis,1,13,5.2,0.06216666667,0.3536666667,0.5708333333,0.1245833333,0,0
Eddie Gill,0,0,3.142857143,0.2684285714,0.1271428571,0.5361428571,0.1705714286,0,0
Eddie Griffin,1,7,6.18,0.063,0.2962,0.4194,0.1786,0,0
Eddie House,2,37,7.345454545,0.1600909091,0.1136363636,0.5055454545,0.218,1,0
Eddie Jones,1,10,14.75833333,0.1450833333,0.139,0.546,0.1976666667,0,3
Eddie Robinson,0,0,7.16,0.0822,0.16,0.529,0.1764,0,0
Eddy Curry,1,4,9.663636364,0.02845454545,0.2393636364,0.5664545455,0.2373636364,1,0
Edmond Sumner,2,52,4.88,0.087,0.1816,0.6314,0.1818,0,0
Eduardo Najera,2,38,4.475,0.07066666667,0.2266666667,0.514,0.13,0,0
Ekpe Udoh,1,6,3.314285714,0.07914285714,0.2181428571,0.5264285714,0.1224285714,0,0
Elden Campbell,1,27,10.22222222,0.08811111111,0.2827777778,0.5021111111,0.222,1,0
Eldridge Recasner,0,0,4.033333333,0.2131666667,0.1021666667,0.494,0.1521666667,0,0
Elfrid Payton,1,10,9.85,0.30175,0.154625,0.479875,0.196625,0,0
Elliot Perry,2,37,5.133333333,0.2906666667,0.1001666667,0.4968333333,0.1913333333,0,0
Elton Brand,1,1,14.84117647,0.1083529412,0.2915882353,0.5317058824,0.2152352941,0,2
Emanual Davis,0,0,4.866666667,0.1676666667,0.124,0.505,0.1573333333,0,0
Emeka Okafor,1,2,11.44,0.0464,0.3533,0.5342,0.1845,0,0
Emmanuel Mudiay,1,7,9.333333333,0.297,0.106,0.4778333333,0.2276666667,0,0
Enes Kanter,1,3,11.37,0.0648,0.3814,0.5898,0.2148,0,0
Eric Bledsoe,1,18,13.775,0.2570833333,0.1455833333,0.5413333333,0.2276666667,0,0
Eric Gordon,1,7,16.35333333,0.1412666667,0.0794,0.5615333333,0.2250666667,0,0
Eric Maynor,1,20,4.04,0.2988,0.1072,0.4576,0.1788,0,0
Eric Montross,1,9,2.466666667,0.03883333333,0.2911666667,0.4183333333,0.1153333333,0,0
Eric Piatkowski,1,15,6.783333333,0.09083333333,0.1279166667,0.5549166667,0.1771666667,0,0
Eric Snow,2,43,6.825,0.2893333333,0.10525,0.4665,0.1375,0,0
Eric Williams,1,14,8.636363636,0.103,0.1560909091,0.508,0.1846363636,0,0
Erick Dampier,1,10,6.975,0.055875,0.323,0.516625,0.1490625,0,0
Erick Strickland,0,0,7.577777778,0.2026666667,0.1458888889,0.4971111111,0.2013333333,0,0
Ersan Ilyasova,2,36,9.730769231,0.07230769231,0.26,0.5427692308,0.1936153846,0,0
Ervin Johnson,1,23,3.73,0.0323,0.3356,0.525,0.1006,0,0
Etan Thomas,1,12,4.977777778,0.02977777778,0.3135555556,0.5438888889,0.158,0,0
Evan Fournier,1,20,13.36363636,0.1383636364,0.1007272727,0.559,0.2106363636,0,0
Evan Turner,1,2,9.12,0.2017,0.1827,0.4872,0.1851,0,0
Fabricio Oberto,0,0,2.733333333,0.084,0.2575,0.5875,0.106,1,0
Felton Spencer,1,6,2.35,0.023,0.3036666667,0.5033333333,0.137,0,0
Flip Murray,2,41,8.8375,0.17275,0.103,0.474125,0.24475,0,0
Francisco Elson,2,41,3.044444444,0.06355555556,0.2501111111,0.4737777778,0.1315555556,1,0
Francisco Garcia,1,23,7.36,0.1027,0.1306,0.5162,0.1645,0,0
Frank Jackson,2,31,6.96,0.1186,0.1686,0.431,0.2082,0,0
Frank Kaminsky,1,9,8.5375,0.133125,0.212625,0.563625,0.191,0,0
Frank Ntilikina,1,8,4.6,0.1641666667,0.09916666667,0.4728333333,0.1508333333,0,0
Fred Hoiberg,2,52,5.3,0.1297777778,0.1696666667,0.5463333333,0.1378888889,0,0
Fred Jones,1,14,6.814285714,0.1534285714,0.1052857143,0.5177142857,0.1544285714,0,0
Fred VanVleet,0,0,14.18571429,0.2487142857,0.1148571429,0.531,0.2118571429,1,1
Furkan Korkmaz,1,26,6.283333333,0.098,0.1233333333,0.5151666667,0.1751666667,0,0
Garrett Temple,0,0,5.738461538,0.1273846154,0.115,0.5065384615,0.1493846154,0,0
Gary Grant,1,15,3.04,0.2608,0.0792,0.4264,0.1836,0,0
Gary Harris,1,19,11.18888889,0.09722222222,0.08922222222,0.5462222222,0.1675555556,0,0
Gary Neal,0,0,8.8,0.1277142857,0.1105714286,0.4901428571,0.2194285714,0,0
Gary Payton,1,2,17.4,0.319,0.1314545455,0.5216363636,0.2279090909,1,9
Gary Payton II,0,0,4.014285714,0.152,0.1788571429,0.6062857143,0.1515714286,1,0
Gary Trent,1,11,9.4125,0.092,0.267875,0.520375,0.2225,0,0
Gary Trent Jr.,2,37,12.52,0.0696,0.0816,0.5208,0.1976,0,0
George Hill,1,26,10.38666667,0.1797333333,0.1181333333,0.5749333333,0.1709333333,0,0
George Lynch,1,12,6.544444444,0.1141111111,0.2532222222,0.4711111111,0.1505555556,0,0
George McCloud,1,7,9.133333333,0.1538333333,0.1573333333,0.5225,0.1843333333,0,0
Georges Niang,2,50,5.157142857,0.09314285714,0.1625714286,0.5245714286,0.1718571429,0,0
Gerald Green,1,18,9.108333333,0.08316666667,0.145,0.5266666667,0.2306666667,0,0
Gerald Henderson,1,12,10.85,0.1175,0.14575,0.51,0.207375,3,0
Gerald Wallace,1,25,10.85,0.1067857143,0.2258571429,0.5187857143,0.1817857143,0,1
Giannis Antetokounmpo,1,15,23.25,0.2476,0.2951,0.5961,0.2869,1,7
Gilbert Arenas,2,30,18.36363636,0.2738181818,0.1266363636,0.5268181818,0.2582727273,0,3
Glen Davis,2,35,8.4125,0.07325,0.246,0.497625,0.203125,1,0
Glen Rice,1,4,14.475,0.099875,0.130875,0.530125,0.208625,1,3
Glenn Robinson,1,1,19.32222222,0.1261111111,0.1872222222,0.5247777778,0.2798888889,1,2
Glenn Robinson III,2,40,5.328571429,0.06657142857,0.1422857143,0.5305714286,0.1422857143,0,0
Goran Dragic,2,45,12.78,0.2671333333,0.1214666667,0.5433333333,0.2226,0,1
Gordan Giricek,2,40,9.433333333,0.1158333333,0.1248333333,0.522,0.2063333333,0,0
Gordon Hayward,1,9,14.58461538,0.1639230769,0.1580769231,0.5644615385,0.2113076923,0,1
Gorgui Dieng,1,21,6.85,0.1165,0.3037,0.5733,0.1669,0,0
Grant Hill,1,3,15.41875,0.195625,0.1961875,0.542375,0.225,0,7
Grant Long,2,33,5.314285714,0.08085714286,0.2274285714,0.4991428571,0.1337142857,0,0
Grayson Allen,1,21,9.28,0.1008,0.1026,0.5864,0.1728,0,0
Greg Anthony,1,12,6.7,0.2691666667,0.1035,0.5265,0.1863333333,0,0
Greg Buckner,2,53,5.02,0.1003,0.1784,0.5179,0.132,0,0
Greg Foster,2,35,3.257142857,0.07914285714,0.2494285714,0.4344285714,0.171,1,0
Greg Monroe,1,7,11.99,0.1337,0.3428,0.5564,0.2155,0,0
Greg Ostertag,1,28,4.62,0.0542,0.3334,0.5071,0.1237,0,0
Greg Smith,0,0,3.12,0.03,0.2814,0.6102,0.118,0,0
Greivis Vasquez,1,28,7.642857143,0.3012857143,0.1134285714,0.4814285714,0.1878571429,0,0
Hakeem Olajuwon,1,1,14.63333333,0.1123333333,0.3021666667,0.5226666667,0.2393333333,2,12
Hakim Warrick,1,19,8.8875,0.075,0.23025,0.538375,0.219125,0,0
Hamed Haddadi,0,0,2.28,0.0684,0.4016,0.514,0.1814,0,0
Hamidou Diallo,2,45,8.5,0.0846,0.191,0.5326,0.1948,0,0
Harrison Barnes,1,7,14.27272727,0.08445454545,0.1652727273,0.5662727273,0.1862727273,1,0
Hasheem Thabeet,1,2,1.92,0.0124,0.285,0.565,0.1034,0,0
Hassan Whiteside,2,33,10.27,0.0337,0.3874,0.5285,0.1822,0,0
Hedo Turkoglu,1,16,10.16,0.1606,0.1704666667,0.5205333333,0.1918666667,0,0
Henry Ellenson,1,18,4.22,0.1202,0.2652,0.4154,0.1986,0,0
Henry Walker,2,47,6.1,0.0854,0.1568,0.5802,0.1628,0,0
Hersey Hawkins,1,6,9.14,0.147,0.1386,0.5762,0.1494,0,1
Hilton Armstrong,1,12,2.7,0.05583333333,0.31,0.5036666667,0.144,0,0
Horace Grant,1,10,8.4375,0.09875,0.23775,0.497625,0.138375,4,1
Howard Eisley,2,30,6.64,0.2965,0.0977,0.4968,0.1843,0,0
Hubert Davis,1,20,6.2125,0.114625,0.090125,0.48875,0.143875,0,0
Ian Clark,0,0,4.9,0.1293333333,0.1031666667,0.5196666667,0.188,1,0
Ian Mahinmi,1,28,5.025,0.05591666667,0.2805833333,0.58225,0.1745,1,0
Ike Austin,2,48,7.916666667,0.1096666667,0.2756666667,0.464,0.2081666667,0,0
Ike Diogu,1,9,4.95,0.0345,0.2518333333,0.541,0.2026666667,0,0
Iman Shumpert,1,17,6.14,0.0946,0.1392,0.462,0.1521,1,0
Ime Udoka,0,0,3.942857143,0.1037142857,0.1932857143,0.4438571429,0.1541428571,0,0
Ira Newble,0,0,4.475,0.059625,0.188,0.487625,0.135625,0,0
Isaiah Canaan,2,34,7.333333333,0.1703333333,0.09966666667,0.518,0.1861666667,0,0
Isaiah Hartenstein,2,43,5,0.1236,0.2808,0.61,0.1454,0,0
Isaiah Rider,1,5,14.31666667,0.1473333333,0.1568333333,0.5116666667,0.255,1,0
Isaiah Thomas,2,60,14.98181818,0.2458181818,0.08663636364,0.5357272727,0.263,0,2
Ish Smith,0,0,6.576923077,0.2998461538,0.1332307692,0.4524615385,0.1912307692,1,0
Ivica Zubac,2,32,8.357142857,0.08328571429,0.3237142857,0.6247142857,0.1717142857,0,0
J.J. Barea,0,0,8.721428571,0.3302857143,0.1217857143,0.509,0.2372142857,1,0
Jabari Parker,1,2,12.1875,0.112,0.216875,0.566375,0.216875,0,0
Jacque Vaughn,1,27,4.125,0.2645833333,0.099,0.4900833333,0.1716666667,1,0
Jae Crowder,2,34,9.445454545,0.09118181818,0.174,0.5538181818,0.1581818182,0,0
Jahidi White,2,43,4.928571429,0.01428571429,0.3591428571,0.5164285714,0.1682857143,0,0
Jahlil Okafor,1,3,9.55,0.08433333333,0.2458333333,0.5925,0.2173333333,0,0
JaKarr Sampson,0,0,7.366666667,0.0585,0.1996666667,0.5613333333,0.1678333333,0,0
Jake Layman,2,47,4.566666667,0.065,0.1183333333,0.4951666667,0.1596666667,0,0
Jake Tsakalidis,1,25,4.4,0.03714285714,0.2832857143,0.5288571429,0.1515714286,0,0
Jake Voskuhl,2,33,3.577777778,0.05733333333,0.2857777778,0.5185555556,0.1387777778,0,0
Jakob Poeltl,1,9,7.957142857,0.09742857143,0.3035714286,0.6232857143,0.1437142857,0,0
Jalen Brunson,2,33,14.08,0.244,0.1158,0.58,0.2124,0,0
Jalen Rose,1,13,14.45454545,0.1903636364,0.1289090909,0.5322727273,0.2377272727,0,0
Jamaal Magloire,1,19,6.191666667,0.04008333333,0.3686666667,0.5015833333,0.1626666667,0,1
Jamaal Tinsley,1,27,7.881818182,0.3546363636,0.1248181818,0.4495454545,0.1861818182,0,0
Jamal Crawford,1,8,13.93,0.21455,0.08125,0.5312,0.2358,0,0
Jamal Mashburn,1,4,17.9125,0.185,0.176,0.503375,0.249875,0,1
Jamal Murray,1,7,17.41666667,0.2018333333,0.1238333333,0.559,0.238,1,0
Jamal Sampson,2,46,1.64,0.1528,0.4034,0.4484,0.113,0,0
Jamario Moon,0,0,5.44,0.0746,0.216,0.5046,0.1302,0,0
Jameer Nelson,1,20,11.31428571,0.2910714286,0.12,0.528,0.2035,0,1
James Anderson,1,20,4.94,0.1036,0.1422,0.51,0.161,0,0
James Ennis III,2,50,6.475,0.0745,0.1745,0.5815,0.1535,0,0
James Harden,1,3,24.57857143,0.3335,0.1711428571,0.608,0.2900714286,0,10
James Johnson,1,16,7.2,0.1507857143,0.1865,0.53,0.1791428571,0,0
James Jones,2,49,4.642857143,0.05357142857,0.1211428571,0.5566428571,0.1502142857,3,0
James Posey,1,18,8.408333333,0.09516666667,0.2039166667,0.5403333333,0.1511666667,2,0
James Singleton,0,0,4.56,0.0614,0.3288,0.5406,0.1448,0,0
Jamie Feick,2,48,4.34,0.052,0.3802,0.459,0.1176,0,0
JaMychal Green,0,0,7.366666667,0.06855555556,0.2826666667,0.5826666667,0.1683333333,0,0
Jannero Pargo,0,0,5.872727273,0.2519090909,0.1026363636,0.4901818182,0.2378181818,0,0
Jared Dudley,1,22,6.614285714,0.102,0.1651428571,0.5535,0.1306428571,1,0
Jared Jeffries,1,11,4.427272727,0.08345454545,0.2200909091,0.459,0.1245454545,0,0
Jared Sullinger,1,21,9.26,0.099,0.3264,0.4752,0.2084,0,0
Jaren Jackson,0,0,5.533333333,0.1003333333,0.1238333333,0.5023333333,0.1666666667,1,0
Jaren Jackson Jr.,1,4,16.1,0.0654,0.194,0.5766,0.2424,0,1
Jarred Vanderbilt,2,41,4.54,0.0824,0.2858,0.6034,0.1348,0,0
Jarrett Allen,1,22,12.23333333,0.076,0.31,0.6601666667,0.1616666667,0,1
Jarrett Jack,1,22,10.40769231,0.2716153846,0.1102307692,0.5524615385,0.1898461538,0,0
Jarron Collins,2,52,3.49,0.067,0.2172,0.4999,0.1142,0,0
Jarvis Hayes,1,10,8.5,0.07842857143,0.157,0.5014285714,0.1807142857,0,0
Jason Caffey,1,20,7.514285714,0.07257142857,0.2435714286,0.5264285714,0.1892857143,2,0
Jason Collier,1,15,5.42,0.0392,0.2488,0.4922,0.186,0,0
Jason Collins,1,18,2.930769231,0.05507692308,0.196,0.454,0.1005384615,0,0
Jason Hart,2,49,3.655555556,0.2447777778,0.1134444444,0.5414444444,0.1527777778,0,0
Jason Kapono,2,31,5.644444444,0.07044444444,0.1048888889,0.5026666667,0.161,1,0
Jason Kidd,1,2,12.37647059,0.3697647059,0.1974117647,0.5152941176,0.1838235294,1,10
Jason Maxiell,1,26,5.19,0.0351,0.2527,0.5014,0.1592,0,0
Jason Richardson,1,5,16.20769231,0.1311538462,0.1616153846,0.5206923077,0.2269230769,0,0
Jason Smith,1,20,6.145454545,0.07454545455,0.2399090909,0.5093636364,0.1883636364,0,0
Jason Terry,1,10,12.88421053,0.2027894737,0.08573684211,0.5529473684,0.1971052632,1,0
Jason Thompson,1,12,8.5875,0.06925,0.302125,0.532875,0.164625,0,0
Jason Williams,1,7,10.2,0.297,0.08775,0.5020833333,0.1826666667,1,0
JaVale McGee,1,18,7.366666667,0.0416,0.3154666667,0.5858,0.2023333333,3,0
Jaylen Brown,1,3,18.47142857,0.1185714286,0.1708571429,0.5674285714,0.2494285714,0,2
Jayson Tatum,1,3,22.73333333,0.1545,0.1976666667,0.5768333333,0.27,0,4
Jeff Adrien,0,0,3.88,0.0718,0.3484,0.498,0.1582,0,0
Jeff Ayres,2,31,2.683333333,0.05983333333,0.2995,0.5801666667,0.148,1,0
Jeff Foster,1,21,4.469230769,0.07223076923,0.3782307692,0.5307692308,0.1196153846,0,0
Jeff Green,1,5,12.17333333,0.08566666667,0.1562,0.5558,0.1942,1,0
Jeff McInnis,2,37,7.990909091,0.2647272727,0.09018181818,0.4881818182,0.1818181818,0,0
Jeff Teague,1,19,11.90833333,0.30325,0.09808333333,0.5421666667,0.21175,1,1
Jeff Withey,2,39,2.92,0.0406,0.2838,0.5538,0.1588,0,0
Jelani McCoy,2,33,2.9875,0.040375,0.27975,0.51575,0.127,1,0
Jerami Grant,2,39,13.05555556,0.08733333333,0.1506666667,0.56,0.1906666667,0,0
Jeremy Evans,2,55,2.942857143,0.06042857143,0.252,0.6794285714,0.1334285714,0,0
Jeremy Lamb,1,12,9.45,0.1133,0.1757,0.5384,0.2131,0,0
Jeremy Lin,0,0,12.01111111,0.2667777778,0.1103333333,0.546,0.2224444444,1,0
Jerian Grant,1,19,5.72,0.225,0.1048,0.5074,0.164,0,0
Jermaine Jackson,0,0,1.78,0.2084,0.1388,0.464,0.1198,0,0
Jermaine O'Neal,1,17,12.15,0.0805,0.2955555556,0.5121111111,0.2280555556,0,6
Jerome James,2,36,3.566666667,0.03455555556,0.3303333333,0.5391111111,0.2295555556,0,0
Jerome Kersey,2,46,4.82,0.091,0.22,0.4356,0.1578,1,0
Jerome Moiso,1,11,2.18,0.0484,0.3426,0.492,0.1584,0,0
Jerome Williams,1,26,6.288888889,0.06166666667,0.339,0.5351111111,0.15,0,0
Jerry Stackhouse,1,3,13.80588235,0.1737647059,0.1170588235,0.5002941176,0.2462941176,0,2
Jerryd Bayless,1,11,8.6,0.2331818182,0.1170909091,0.5133636364,0.2076363636,0,0
Jevon Carter,2,32,5.12,0.1494,0.1152,0.5268,0.1458,0,0
Jim Jackson,1,4,11.3,0.1573,0.1644,0.4951,0.1971,0,0
Jim McIlvaine,2,32,2.64,0.0284,0.2366,0.4542,0.1062,0,0
Jimmer Fredette,1,10,4.866666667,0.2335,0.07633333333,0.5118333333,0.2265,0,0
Jimmy Butler,1,30,17.975,0.2000833333,0.1715833333,0.57875,0.22225,0,6
JJ Hickson,1,19,9.0875,0.063375,0.331125,0.53275,0.20575,0,0
JJ Redick,1,11,12.15333333,0.1166,0.087,0.5944,0.1978,0,0
Joakim Noah,1,9,7.576923077,0.1703846154,0.3526923077,0.5356153846,0.1558461538,0,2
Jodie Meeks,2,41,8.74,0.0855,0.111,0.5601,0.1845,1,0
Joe Harris,2,33,9.277777778,0.09722222222,0.1461111111,0.5847777778,0.1551111111,0,0
Joe Ingles,0,0,8.433333333,0.2006666667,0.1267777778,0.5941111111,0.1431111111,0,0
Joe Johnson,1,10,15.24444444,0.1751666667,0.1246111111,0.5528333333,0.2202222222,0,7
Joe Smith,1,1,9.773333333,0.06486666667,0.2848,0.4942,0.1918666667,0,0
Joel Anthony,0,0,2,0.0226,0.2318,0.5618,0.0841,2,0
Joel Embiid,1,3,26.54285714,0.192,0.3402857143,0.6067142857,0.3474285714,0,6
Joel Przybilla,1,9,3.138461538,0.03369230769,0.349,0.4919230769,0.09430769231,0,0
Joey Graham,1,16,5.65,0.056,0.2066666667,0.546,0.1811666667,0,0
Johan Petro,1,25,4.4125,0.056,0.30725,0.483625,0.16575,0,0
John Collins,1,19,16.41666667,0.07866666667,0.2665,0.6256666667,0.202,0,0
John Crotty,0,0,4.5,0.273,0.09985714286,0.5241428571,0.1685714286,0,0
John Henson,1,14,7.225,0.09425,0.296125,0.557625,0.18075,0,0
John Jenkins,1,23,4.233333333,0.09966666667,0.1223333333,0.5525,0.1728333333,0,0
John Lucas III,0,0,3.5375,0.219625,0.065875,0.4045,0.20025,0,0
John Salmons,1,26,8.592307692,0.1486923077,0.1272307692,0.5093846154,0.1606153846,0,0
John Starks,0,0,11.35,0.1893333333,0.103,0.4796666667,0.2196666667,0,1
John Stockton,1,16,12.18571429,0.4498571429,0.112,0.6048571429,0.1925714286,0,10
John Thomas,1,25,2.52,0.0388,0.2214,0.5126,0.1212,0,0
John Wall,1,1,18.47272727,0.4021818182,0.1257272727,0.5142727273,0.2750909091,0,5
John Wallace,1,18,7.014285714,0.08514285714,0.2004285714,0.5057142857,0.2412857143,0,0
Johnny Newman,2,29,9.1,0.08416666667,0.0955,0.5495,0.1888333333,0,0
Jon Barry,1,21,5.85,0.1995,0.122,0.573,0.1524,0,0
Jon Leuer,2,40,5.6625,0.07225,0.262375,0.5365,0.176375,0,0
Jonas Jerebko,2,39,6.244444444,0.07488888889,0.2503333333,0.5546666667,0.1567777778,0,0
Jonas Valanciunas,1,5,13.56363636,0.07690909091,0.3828181818,0.6154545455,0.213,0,0
Jonathan Bender,1,5,5.225,0.0935,0.18675,0.536,0.22025,0,0
Jordan Bell,2,38,2.72,0.104,0.3042,0.4154,0.1132,1,0
Jordan Clarkson,2,46,15.91111111,0.167,0.124,0.5404444444,0.2537777778,0,0
Jordan Crawford,1,27,11.61666667,0.238,0.105,0.5258333333,0.2535,0,0
Jordan Farmar,1,26,7.7,0.2486,0.1093,0.5248,0.1968,2,0
Jordan Hamilton,1,26,6.08,0.101,0.2172,0.5094,0.2024,0,0
Jordan Hill,1,8,6.8375,0.0555,0.346625,0.517875,0.192125,0,0
Jose Calderon,0,0,8.457142857,0.3203571429,0.1077857143,0.5603571429,0.1546428571,0,0
Josh Childress,1,6,6.725,0.0935,0.198125,0.47375,0.121375,0,0
Josh Hart,1,30,9.95,0.1141666667,0.21,0.5805,0.1423333333,0,0
Josh Howard,1,29,13.01,0.0823,0.2082,0.4993,0.2237,0,1
Josh Jackson,1,4,10.68,0.1254,0.1644,0.5042,0.2302,0,0
Josh McRoberts,2,37,4.145454545,0.1375454545,0.2277272727,0.4822727273,0.1412727273,0,0
Josh Okogie,1,20,6.34,0.0798,0.1432,0.5252,0.1408,0,0
Josh Powell,0,0,3.8,0.05942857143,0.27,0.4681428571,0.1737142857,2,0
Josh Richardson,2,40,11.55,0.1325,0.1075,0.543375,0.177,0,0
Josh Smith,1,17,13.4,0.1493076923,0.2602307692,0.4815384615,0.2261538462,0,0
JR Smith,1,18,11.3875,0.1238125,0.125,0.5183125,0.208125,2,0
Jrue Holiday,1,17,16.36428571,0.3,0.1272142857,0.5402857143,0.2325714286,1,2
Juan Dixon,1,17,7.985714286,0.1717142857,0.1172857143,0.4937142857,0.226,0,0
Juancho Hernangomez,1,15,4.771428571,0.05642857143,0.2165714286,0.5422857143,0.134,0,0
Jud Buechler,2,38,2.883333333,0.09683333333,0.1638333333,0.495,0.1165,3,0
Julius Randle,1,7,16.97777778,0.1648888889,0.2641111111,0.5204444444,0.2493333333,0,2
Jumaine Jones,1,27,5.875,0.061875,0.23125,0.48175,0.177375,0,0
Justin Anderson,1,21,5,0.09083333333,0.1851666667,0.4933333333,0.171,0,0
Justin Holiday,0,0,7.73,0.096,0.1142,0.517,0.1604,1,0
Justin Jackson,1,15,4.933333333,0.1041666667,0.1398333333,0.4875,0.154,1,0
Justise Winslow,1,10,8.5375,0.154,0.198375,0.459625,0.175875,0,0
Jusuf Nurkic,1,16,12.51111111,0.1472222222,0.3552222222,0.5405555556,0.2344444444,0,0
Juwan Howard,1,5,11.1,0.1169411765,0.2392941176,0.4989411765,0.2058235294,2,1
Kareem Rush,1,20,5.671428571,0.1017142857,0.1101428571,0.465,0.178,0,0
Karl Malone,1,13,22.8875,0.21575,0.297875,0.568625,0.29025,0,14
Karl-Anthony Towns,1,1,23.225,0.167125,0.327125,0.6235,0.264,0,3
Kawhi Leonard,1,15,19.48181818,0.1557272727,0.2139090909,0.5974545455,0.2520909091,2,5
Keita Bates-Diop,2,48,5.9,0.0688,0.1812,0.5466,0.1498,0,0
Keith Bogans,2,43,5.781818182,0.08945454545,0.1365454545,0.5449090909,0.1370909091,0,0
Keith Van Horn,1,2,16.06666667,0.08388888889,0.2432222222,0.5353333333,0.2407777778,0,0
Kelenna Azubuike,0,0,9.24,0.0554,0.1426,0.5458,0.209,0,0
Kelly Olynyk,1,13,10.28,0.1478,0.2367,0.5925,0.1934,0,0
Kelly Oubre Jr.,1,15,13.3,0.05725,0.1735,0.536375,0.205625,0,0
Kelvin Cato,1,15,4.97,0.0333,0.2999,0.5277,0.1413,0,0
Kemba Walker,1,9,17.99166667,0.26375,0.1218333333,0.5360833333,0.2580833333,0,4
Kendall Gill,1,5,11.02222222,0.1412222222,0.1566666667,0.4583333333,0.2014444444,0,0
Kendrick Perkins,1,27,4.835714286,0.08071428571,0.3021428571,0.5380714286,0.1429285714,1,0
Kenneth Faried,1,22,10.8,0.0615,0.363125,0.581375,0.19125,0,0
Kenny Anderson,1,2,9.966666667,0.2741111111,0.1198888889,0.4903333333,0.1888888889,0,1
Kenny Thomas,1,22,7.618181818,0.08372727273,0.2933636364,0.4887272727,0.1525454545,0,0
Kenrich Williams,0,0,6.6,0.122,0.197,0.526,0.1282,0,0
Kent Bazemore,0,0,7.97,0.1299,0.1452,0.5112,0.194,0,0
Kentavious Caldwell-Pope,1,8,11.47,0.0829,0.1075,0.5491,0.1643,2,0
Kenyon Martin,1,1,10.72666667,0.09006666667,0.2574666667,0.5055333333,0.1838666667,0,1
Keon Clark,1,13,6.633333333,0.06316666667,0.2851666667,0.4918333333,0.1596666667,0,0
Kerry Kittles,1,8,13.1625,0.129,0.137375,0.511625,0.190125,0,0
Kevin Durant,1,2,27.23333333,0.2042,0.1984666667,0.6233333333,0.2981333333,2,13
Kevin Garnett,1,5,17.35,0.182,0.335,0.54025,0.2406,1,15
Kevin Huerter,1,19,12.22,0.1466,0.1156,0.5594,0.171,0,0
Kevin Knox II,1,9,6.56,0.066,0.1564,0.5104,0.181,0,0
Kevin Love,1,5,16.88666667,0.124,0.3727333333,0.5638,0.2378666667,1,5
Kevin Martin,1,26,17.15,0.1043333333,0.1223333333,0.5705833333,0.2359166667,0,0
Kevin Ollie,0,0,3.2,0.2128461538,0.1147692308,0.4786923077,0.1305384615,0,0
Kevin Seraphin,1,17,5.657142857,0.07157142857,0.2605714286,0.5097142857,0.2004285714,0,0
Kevin Willis,1,11,7.53,0.0545,0.3176,0.486,0.2064,1,1
Kevon Looney,1,30,4.3875,0.097125,0.31625,0.577875,0.124125,3,0
Keyon Dooling,1,10,6.561538462,0.1872307692,0.07,0.5190769231,0.1889230769,0,0
Khem Birch,0,0,4.55,0.07933333333,0.244,0.5838333333,0.1203333333,0,0
Khris Middleton,2,39,16.30909091,0.1835454545,0.1552727273,0.5669090909,0.2283636364,1,3
